station_id,hour_bucket,session_count,total_kwh,total_revenue_inr,avg_duration_hours,hour,day_of_week,is_weekend
2-39-128-562,2018-10-23 16:00:00,1,0.0,0.0,0.0,16,1,0
2-39-128-562,2018-10-25 16:00:00,1,0.0,0.0,0.0,16,3,0
2-39-128-562,2018-10-26 15:00:00,1,0.0,0.0,0.0,15,4,0
2-39-128-562,2018-10-30 16:00:00,1,0.0,0.0,0.0,16,1,0
2-39-128-562,2018-10-31 16:00:00,1,0.0,0.0,0.0,16,2,0
2-39-128-562,2018-11-01 16:00:00,1,0.0,0.0,0.0,16,3,0
2-39-128-562,2018-11-08 17:00:00,1,0.0,0.0,0.0,17,3,0
2-39-128-562,2018-11-27 18:00:00,1,0.0,0.0,0.0,18,1,0
2-39-128-562,2018-12-10 19:00:00,1,0.0,0.0,0.0,19,0,0
2-39-128-562,2018-12-14 17:00:00,1,0.0,0.0,0.0,17,4,0
2-39-129-17,2018-05-01 01:00:00,2,0.0,0.0,0.0,1,1,0
2-39-129-17,2018-05-01 05:00:00,1,0.0,0.0,0.0,5,1,0
2-39-129-17,2018-05-01 16:00:00,1,0.0,0.0,0.0,16,1,0
2-39-129-17,2018-05-02 02:00:00,1,0.0,0.0,0.0,2,2,0
2-39-129-17,2018-05-03 02:00:00,1,0.0,0.0,0.0,2,3,0
2-39-129-17,2018-05-03 15:00:00,1,0.0,0.0,0.0,15,3,0
2-39-129-17,2018-05-04 01:00:00,1,0.0,0.0,0.0,1,4,0
2-39-129-17,2018-05-04 04:00:00,1,0.0,0.0,0.0,4,4,0
2-39-129-17,2018-05-04 15:00:00,1,0.0,0.0,0.0,15,4,0
2-39-129-17,2018-05-05 02:00:00,1,0.0,0.0,0.0,2,5,1
2-39-129-17,2018-05-05 14:00:00,1,0.0,0.0,0.0,14,5,1
2-39-129-17,2018-05-05 16:00:00,1,0.0,0.0,0.0,16,5,1
2-39-129-17,2018-05-06 03:00:00,1,0.0,0.0,0.0,3,6,1
2-39-129-17,2018-05-06 05:00:00,1,0.0,0.0,0.0,5,6,1
2-39-129-17,2018-05-06 20:00:00,1,0.0,0.0,0.0,20,6,1
2-39-129-17,2018-05-07 00:00:00,1,0.0,0.0,0.0,0,0,0
2-39-129-17,2018-05-07 03:00:00,1,0.0,0.0,0.0,3,0,0
2-39-129-17,2018-05-08 00:00:00,1,0.0,0.0,0.0,0,1,0
2-39-129-17,2018-05-08 13:00:00,1,0.0,0.0,0.0,13,1,0
2-39-129-17,2018-05-08 16:00:00,1,0.0,0.0,0.0,16,1,0
2-39-129-17,2018-05-09 01:00:00,1,0.0,0.0,0.0,1,2,0
2-39-129-17,2018-05-10 03:00:00,1,0.0,0.0,0.0,3,3,0
2-39-129-17,2018-05-10 14:00:00,1,0.0,0.0,0.0,14,3,0
2-39-129-17,2018-05-11 02:00:00,1,0.0,0.0,0.0,2,4,0
2-39-129-17,2018-05-11 15:00:00,1,0.0,0.0,0.0,15,4,0
2-39-129-17,2018-05-12 16:00:00,1,0.0,0.0,0.0,16,5,1
2-39-129-17,2018-05-13 02:00:00,1,0.0,0.0,0.0,2,6,1
2-39-129-17,2018-05-13 03:00:00,1,0.0,0.0,0.0,3,6,1
2-39-129-17,2018-05-13 20:00:00,1,0.0,0.0,0.0,20,6,1
2-39-129-17,2018-05-14 15:00:00,1,0.0,0.0,0.0,15,0,0
2-39-129-17,2018-05-15 03:00:00,1,0.0,0.0,0.0,3,1,0
2-39-129-17,2018-05-15 16:00:00,1,0.0,0.0,0.0,16,1,0
2-39-129-17,2018-05-16 01:00:00,1,0.0,0.0,0.0,1,2,0
2-39-129-17,2018-05-16 16:00:00,1,0.0,0.0,0.0,16,2,0
2-39-129-17,2018-05-17 00:00:00,1,0.0,0.0,0.0,0,3,0
2-39-129-17,2018-05-17 15:00:00,1,0.0,0.0,0.0,15,3,0
2-39-129-17,2018-05-17 19:00:00,1,0.0,0.0,0.0,19,3,0
2-39-129-17,2018-05-18 01:00:00,1,0.0,0.0,0.0,1,4,0
2-39-129-17,2018-05-18 15:00:00,1,0.0,0.0,0.0,15,4,0
2-39-129-17,2018-05-19 01:00:00,1,0.0,0.0,0.0,1,5,1
2-39-129-17,2018-05-19 15:00:00,1,0.0,0.0,0.0,15,5,1
2-39-129-17,2018-05-20 01:00:00,1,0.0,0.0,0.0,1,6,1
2-39-129-17,2018-05-20 22:00:00,1,0.0,0.0,0.0,22,6,1
2-39-129-17,2018-05-21 13:00:00,1,0.0,0.0,0.0,13,0,0
2-39-129-17,2018-05-22 04:00:00,1,0.0,0.0,0.0,4,1,0
2-39-129-17,2018-05-22 15:00:00,1,0.0,0.0,0.0,15,1,0
2-39-129-17,2018-05-22 19:00:00,1,0.0,0.0,0.0,19,1,0
2-39-129-17,2018-05-22 23:00:00,1,0.0,0.0,0.0,23,1,0
2-39-129-17,2018-05-23 15:00:00,1,0.0,0.0,0.0,15,2,0
2-39-129-17,2018-05-23 19:00:00,1,0.0,0.0,0.0,19,2,0
2-39-129-17,2018-05-24 16:00:00,1,0.0,0.0,0.0,16,3,0
2-39-129-17,2018-05-25 09:00:00,1,0.0,0.0,0.0,9,4,0
2-39-129-17,2018-05-26 01:00:00,1,0.0,0.0,0.0,1,5,1
2-39-129-17,2018-05-26 16:00:00,1,0.0,0.0,0.0,16,5,1
2-39-129-17,2018-05-27 17:00:00,1,0.0,0.0,0.0,17,6,1
2-39-129-17,2018-05-27 22:00:00,1,0.0,0.0,0.0,22,6,1
2-39-129-17,2018-05-28 21:00:00,1,0.0,0.0,0.0,21,0,0
2-39-129-17,2018-05-29 00:00:00,1,0.0,0.0,0.0,0,1,0
2-39-129-17,2018-05-29 07:00:00,1,0.0,0.0,0.0,7,1,0
2-39-129-17,2018-05-30 01:00:00,1,0.0,0.0,0.0,1,2,0
2-39-129-17,2018-06-01 13:00:00,1,0.0,0.0,0.0,13,4,0
2-39-129-17,2018-06-01 17:00:00,1,0.0,0.0,0.0,17,4,0
2-39-129-17,2018-06-01 22:00:00,1,0.0,0.0,0.0,22,4,0
2-39-129-17,2018-06-02 00:00:00,1,0.0,0.0,0.0,0,5,1
2-39-129-17,2018-06-02 16:00:00,1,0.0,0.0,0.0,16,5,1
2-39-129-17,2018-06-02 19:00:00,1,0.0,0.0,0.0,19,5,1
2-39-129-17,2018-06-03 17:00:00,1,0.0,0.0,0.0,17,6,1
2-39-129-17,2018-06-04 04:00:00,1,0.0,0.0,0.0,4,0,0
2-39-129-17,2018-06-04 14:00:00,1,0.0,0.0,0.0,14,0,0
2-39-129-17,2018-06-04 19:00:00,1,0.0,0.0,0.0,19,0,0
2-39-129-17,2018-06-04 22:00:00,1,0.0,0.0,0.0,22,0,0
2-39-129-17,2018-06-05 16:00:00,1,0.0,0.0,0.0,16,1,0
2-39-129-17,2018-06-06 00:00:00,1,0.0,0.0,0.0,0,2,0
2-39-129-17,2018-06-06 04:00:00,1,0.0,0.0,0.0,4,2,0
2-39-129-17,2018-06-06 15:00:00,1,0.0,0.0,0.0,15,2,0
2-39-129-17,2018-06-06 19:00:00,1,0.0,0.0,0.0,19,2,0
2-39-129-17,2018-06-06 21:00:00,1,0.0,0.0,0.0,21,2,0
2-39-129-17,2018-06-06 23:00:00,1,0.0,0.0,0.0,23,2,0
2-39-129-17,2018-06-07 01:00:00,1,0.0,0.0,0.0,1,3,0
2-39-129-17,2018-06-07 02:00:00,1,0.0,0.0,0.0,2,3,0
2-39-129-17,2018-06-07 14:00:00,1,0.0,0.0,0.0,14,3,0
2-39-129-17,2018-06-07 23:00:00,1,0.0,0.0,0.0,23,3,0
2-39-129-17,2018-06-08 01:00:00,1,0.0,0.0,0.0,1,4,0
2-39-129-17,2018-06-08 14:00:00,1,0.0,0.0,0.0,14,4,0
2-39-129-17,2018-06-09 16:00:00,1,0.0,0.0,0.0,16,5,1
2-39-129-17,2018-06-09 20:00:00,1,0.0,0.0,0.0,20,5,1
2-39-129-17,2018-06-09 23:00:00,1,0.0,0.0,0.0,23,5,1
2-39-129-17,2018-06-10 18:00:00,1,0.0,0.0,0.0,18,6,1
2-39-129-17,2018-06-11 00:00:00,1,0.0,0.0,0.0,0,0,0
2-39-129-17,2018-06-11 04:00:00,1,0.0,0.0,0.0,4,0,0
2-39-129-17,2018-06-11 15:00:00,1,0.0,0.0,0.0,15,0,0
2-39-129-17,2018-06-11 20:00:00,1,0.0,0.0,0.0,20,0,0
2-39-129-17,2018-06-12 00:00:00,1,0.0,0.0,0.0,0,1,0
2-39-129-17,2018-06-12 15:00:00,1,0.0,0.0,0.0,15,1,0
2-39-129-17,2018-06-12 19:00:00,1,0.0,0.0,0.0,19,1,0
2-39-129-17,2018-06-13 01:00:00,1,0.0,0.0,0.0,1,2,0
2-39-129-17,2018-06-13 15:00:00,1,0.0,0.0,0.0,15,2,0
2-39-129-17,2018-06-13 19:00:00,1,0.0,0.0,0.0,19,2,0
2-39-129-17,2018-06-13 21:00:00,1,0.0,0.0,0.0,21,2,0
2-39-129-17,2018-06-14 00:00:00,1,0.0,0.0,0.0,0,3,0
2-39-129-17,2018-06-14 02:00:00,1,0.0,0.0,0.0,2,3,0
2-39-129-17,2018-06-14 15:00:00,1,0.0,0.0,0.0,15,3,0
2-39-129-17,2018-06-15 01:00:00,1,0.0,0.0,0.0,1,4,0
2-39-129-17,2018-06-15 15:00:00,1,0.0,0.0,0.0,15,4,0
2-39-129-17,2018-06-15 18:00:00,1,0.0,0.0,0.0,18,4,0
2-39-129-17,2018-06-15 22:00:00,1,0.0,0.0,0.0,22,4,0
2-39-129-17,2018-06-16 00:00:00,1,0.0,0.0,0.0,0,5,1
2-39-129-17,2018-06-16 05:00:00,1,0.0,0.0,0.0,5,5,1
2-39-129-17,2018-06-17 03:00:00,1,0.0,0.0,0.0,3,6,1
2-39-129-17,2018-06-18 00:00:00,1,0.0,0.0,0.0,0,0,0
2-39-129-17,2018-06-18 03:00:00,1,0.0,0.0,0.0,3,0,0
2-39-129-17,2018-06-19 00:00:00,1,0.0,0.0,0.0,0,1,0
2-39-129-17,2018-06-19 15:00:00,1,0.0,0.0,0.0,15,1,0
2-39-129-17,2018-06-19 21:00:00,1,0.0,0.0,0.0,21,1,0
2-39-129-17,2018-06-20 01:00:00,1,0.0,0.0,0.0,1,2,0
2-39-129-17,2018-06-20 02:00:00,1,0.0,0.0,0.0,2,2,0
2-39-129-17,2018-06-20 06:00:00,1,0.0,0.0,0.0,6,2,0
2-39-129-17,2018-06-20 15:00:00,1,0.0,0.0,0.0,15,2,0
2-39-129-17,2018-06-21 01:00:00,1,0.0,0.0,0.0,1,3,0
2-39-129-17,2018-06-21 15:00:00,1,0.0,0.0,0.0,15,3,0
2-39-129-17,2018-06-22 04:00:00,1,0.0,0.0,0.0,4,4,0
2-39-129-17,2018-06-22 15:00:00,1,0.0,0.0,0.0,15,4,0
2-39-129-17,2018-06-23 02:00:00,1,0.0,0.0,0.0,2,5,1
2-39-129-17,2018-06-23 16:00:00,1,0.0,0.0,0.0,16,5,1
2-39-129-17,2018-06-23 20:00:00,1,0.0,0.0,0.0,20,5,1
2-39-129-17,2018-06-24 17:00:00,1,0.0,0.0,0.0,17,6,1
2-39-129-17,2018-06-25 00:00:00,1,0.0,0.0,0.0,0,0,0
2-39-129-17,2018-06-25 15:00:00,1,0.0,0.0,0.0,15,0,0
2-39-129-17,2018-06-26 02:00:00,1,0.0,0.0,0.0,2,1,0
2-39-129-17,2018-06-26 03:00:00,1,0.0,0.0,0.0,3,1,0
2-39-129-17,2018-06-26 15:00:00,1,0.0,0.0,0.0,15,1,0
2-39-129-17,2018-06-27 15:00:00,1,0.0,0.0,0.0,15,2,0
2-39-129-17,2018-06-28 15:00:00,1,0.0,0.0,0.0,15,3,0
2-39-129-17,2018-06-28 21:00:00,1,0.0,0.0,0.0,21,3,0
2-39-129-17,2018-06-29 01:00:00,1,0.0,0.0,0.0,1,4,0
2-39-129-17,2018-06-29 05:00:00,1,0.0,0.0,0.0,5,4,0
2-39-129-17,2018-06-29 16:00:00,1,0.0,0.0,0.0,16,4,0
2-39-129-17,2018-06-30 01:00:00,1,0.0,0.0,0.0,1,5,1
2-39-129-17,2018-07-01 06:00:00,1,0.0,0.0,0.0,6,6,1
2-39-129-17,2018-07-01 20:00:00,1,0.0,0.0,0.0,20,6,1
2-39-129-17,2018-07-01 22:00:00,1,0.0,0.0,0.0,22,6,1
2-39-129-17,2018-07-02 07:00:00,1,0.0,0.0,0.0,7,0,0
2-39-129-17,2018-07-02 15:00:00,1,0.0,0.0,0.0,15,0,0
2-39-129-17,2018-07-02 21:00:00,1,0.0,0.0,0.0,21,0,0
2-39-129-17,2018-07-03 00:00:00,1,0.0,0.0,0.0,0,1,0
2-39-129-17,2018-07-03 14:00:00,1,0.0,0.0,0.0,14,1,0
2-39-129-17,2018-07-04 01:00:00,1,0.0,0.0,0.0,1,2,0
2-39-129-17,2018-07-04 21:00:00,1,0.0,0.0,0.0,21,2,0
2-39-129-17,2018-07-05 16:00:00,1,0.0,0.0,0.0,16,3,0
2-39-129-17,2018-07-06 01:00:00,1,0.0,0.0,0.0,1,4,0
2-39-129-17,2018-07-06 18:00:00,1,0.0,0.0,0.0,18,4,0
2-39-129-17,2018-07-07 08:00:00,1,0.0,0.0,0.0,8,5,1
2-39-129-17,2018-07-07 16:00:00,1,0.0,0.0,0.0,16,5,1
2-39-129-17,2018-07-07 19:00:00,1,0.0,0.0,0.0,19,5,1
2-39-129-17,2018-07-08 21:00:00,1,0.0,0.0,0.0,21,6,1
2-39-129-17,2018-07-08 23:00:00,1,0.0,0.0,0.0,23,6,1
2-39-129-17,2018-07-09 14:00:00,1,0.0,0.0,0.0,14,0,0
2-39-129-17,2018-07-09 23:00:00,1,0.0,0.0,0.0,23,0,0
2-39-129-17,2018-07-10 01:00:00,1,0.0,0.0,0.0,1,1,0
2-39-129-17,2018-07-10 15:00:00,1,0.0,0.0,0.0,15,1,0
2-39-129-17,2018-07-11 03:00:00,1,0.0,0.0,0.0,3,2,0
2-39-129-17,2018-07-11 15:00:00,1,0.0,0.0,0.0,15,2,0
2-39-129-17,2018-07-12 00:00:00,1,0.0,0.0,0.0,0,3,0
2-39-129-17,2018-07-12 05:00:00,1,0.0,0.0,0.0,5,3,0
2-39-129-17,2018-07-12 15:00:00,1,0.0,0.0,0.0,15,3,0
2-39-129-17,2018-07-13 00:00:00,2,0.0,0.0,0.0,0,4,0
2-39-129-17,2018-07-13 03:00:00,1,0.0,0.0,0.0,3,4,0
2-39-129-17,2018-07-13 04:00:00,1,0.0,0.0,0.0,4,4,0
2-39-129-17,2018-07-13 15:00:00,1,0.0,0.0,0.0,15,4,0
2-39-129-17,2018-07-14 00:00:00,1,0.0,0.0,0.0,0,5,1
2-39-129-17,2018-07-14 17:00:00,1,0.0,0.0,0.0,17,5,1
2-39-129-17,2018-07-14 23:00:00,1,0.0,0.0,0.0,23,5,1
2-39-129-17,2018-07-15 16:00:00,1,0.0,0.0,0.0,16,6,1
2-39-129-17,2018-07-15 22:00:00,1,0.0,0.0,0.0,22,6,1
2-39-129-17,2018-07-15 23:00:00,1,0.0,0.0,0.0,23,6,1
2-39-129-17,2018-07-16 00:00:00,1,0.0,0.0,0.0,0,0,0
2-39-129-17,2018-07-16 16:00:00,1,0.0,0.0,0.0,16,0,0
2-39-129-17,2018-07-16 22:00:00,1,0.0,0.0,0.0,22,0,0
2-39-129-17,2018-07-17 16:00:00,1,0.0,0.0,0.0,16,1,0
2-39-129-17,2018-07-18 02:00:00,1,0.0,0.0,0.0,2,2,0
2-39-129-17,2018-07-18 16:00:00,1,0.0,0.0,0.0,16,2,0
2-39-129-17,2018-07-19 01:00:00,1,0.0,0.0,0.0,1,3,0
2-39-129-17,2018-07-19 15:00:00,1,0.0,0.0,0.0,15,3,0
2-39-129-17,2018-07-19 19:00:00,1,0.0,0.0,0.0,19,3,0
2-39-129-17,2018-07-20 16:00:00,1,0.0,0.0,0.0,16,4,0
2-39-129-17,2018-07-21 02:00:00,1,0.0,0.0,0.0,2,5,1
2-39-129-17,2018-07-21 03:00:00,1,0.0,0.0,0.0,3,5,1
2-39-129-17,2018-07-21 05:00:00,1,0.0,0.0,0.0,5,5,1
2-39-129-17,2018-07-22 02:00:00,1,0.0,0.0,0.0,2,6,1
2-39-129-17,2018-07-22 07:00:00,1,0.0,0.0,0.0,7,6,1
2-39-129-17,2018-07-22 16:00:00,1,0.0,0.0,0.0,16,6,1
2-39-129-17,2018-07-22 20:00:00,1,0.0,0.0,0.0,20,6,1
2-39-129-17,2018-07-23 01:00:00,1,0.0,0.0,0.0,1,0,0
2-39-129-17,2018-07-23 15:00:00,1,0.0,0.0,0.0,15,0,0
2-39-129-17,2018-07-24 01:00:00,1,0.0,0.0,0.0,1,1,0
2-39-129-17,2018-07-24 14:00:00,1,0.0,0.0,0.0,14,1,0
2-39-129-17,2018-07-25 15:00:00,1,0.0,0.0,0.0,15,2,0
2-39-129-17,2018-07-26 16:00:00,1,0.0,0.0,0.0,16,3,0
2-39-129-17,2018-07-26 23:00:00,1,0.0,0.0,0.0,23,3,0
2-39-129-17,2018-07-27 01:00:00,1,0.0,0.0,0.0,1,4,0
2-39-129-17,2018-07-27 22:00:00,1,0.0,0.0,0.0,22,4,0
2-39-129-17,2018-07-27 23:00:00,1,0.0,0.0,0.0,23,4,0
2-39-129-17,2018-07-28 14:00:00,1,0.0,0.0,0.0,14,5,1
2-39-129-17,2018-07-28 18:00:00,1,0.0,0.0,0.0,18,5,1
2-39-129-17,2018-07-28 20:00:00,1,0.0,0.0,0.0,20,5,1
2-39-129-17,2018-07-29 00:00:00,1,0.0,0.0,0.0,0,6,1
2-39-129-17,2018-07-29 16:00:00,1,0.0,0.0,0.0,16,6,1
2-39-129-17,2018-07-29 20:00:00,1,0.0,0.0,0.0,20,6,1
2-39-129-17,2018-07-30 01:00:00,1,0.0,0.0,0.0,1,0,0
2-39-129-17,2018-07-30 04:00:00,1,0.0,0.0,0.0,4,0,0
2-39-129-17,2018-07-30 15:00:00,1,0.0,0.0,0.0,15,0,0
2-39-129-17,2018-07-30 19:00:00,1,0.0,0.0,0.0,19,0,0
2-39-129-17,2018-07-31 16:00:00,1,0.0,0.0,0.0,16,1,0
2-39-129-17,2018-08-01 16:00:00,1,0.0,0.0,0.0,16,2,0
2-39-129-17,2018-08-01 23:00:00,1,0.0,0.0,0.0,23,2,0
2-39-129-17,2018-08-02 01:00:00,1,0.0,0.0,0.0,1,3,0
2-39-129-17,2018-08-02 14:00:00,1,0.0,0.0,0.0,14,3,0
2-39-129-17,2018-08-02 17:00:00,1,0.0,0.0,0.0,17,3,0
2-39-129-17,2018-08-03 03:00:00,1,0.0,0.0,0.0,3,4,0
2-39-129-17,2018-08-03 16:00:00,1,0.0,0.0,0.0,16,4,0
2-39-129-17,2018-08-04 04:00:00,1,0.0,0.0,0.0,4,5,1
2-39-129-17,2018-08-04 07:00:00,1,0.0,0.0,0.0,7,5,1
2-39-129-17,2018-08-04 23:00:00,1,0.0,0.0,0.0,23,5,1
2-39-129-17,2018-08-05 23:00:00,1,0.0,0.0,0.0,23,6,1
2-39-129-17,2018-08-06 16:00:00,1,0.0,0.0,0.0,16,0,0
2-39-129-17,2018-08-07 03:00:00,1,0.0,0.0,0.0,3,1,0
2-39-129-17,2018-08-07 23:00:00,1,0.0,0.0,0.0,23,1,0
2-39-129-17,2018-08-08 15:00:00,1,0.0,0.0,0.0,15,2,0
2-39-129-17,2018-08-09 00:00:00,1,0.0,0.0,0.0,0,3,0
2-39-129-17,2018-08-09 16:00:00,1,0.0,0.0,0.0,16,3,0
2-39-129-17,2018-08-09 17:00:00,1,0.0,0.0,0.0,17,3,0
2-39-129-17,2018-08-10 13:00:00,1,0.0,0.0,0.0,13,4,0
2-39-129-17,2018-08-10 20:00:00,1,0.0,0.0,0.0,20,4,0
2-39-129-17,2018-08-11 04:00:00,1,0.0,0.0,0.0,4,5,1
2-39-129-17,2018-08-11 20:00:00,1,0.0,0.0,0.0,20,5,1
2-39-129-17,2018-08-11 21:00:00,1,0.0,0.0,0.0,21,5,1
2-39-129-17,2018-08-11 23:00:00,1,0.0,0.0,0.0,23,5,1
2-39-129-17,2018-08-12 02:00:00,1,0.0,0.0,0.0,2,6,1
2-39-129-17,2018-08-13 16:00:00,1,0.0,0.0,0.0,16,0,0
2-39-129-17,2018-08-13 23:00:00,1,0.0,0.0,0.0,23,0,0
2-39-129-17,2018-08-14 01:00:00,1,0.0,0.0,0.0,1,1,0
2-39-129-17,2018-08-14 06:00:00,1,0.0,0.0,0.0,6,1,0
2-39-129-17,2018-08-14 16:00:00,1,0.0,0.0,0.0,16,1,0
2-39-129-17,2018-08-14 20:00:00,1,0.0,0.0,0.0,20,1,0
2-39-129-17,2018-08-15 02:00:00,1,0.0,0.0,0.0,2,2,0
2-39-129-17,2018-08-15 15:00:00,1,0.0,0.0,0.0,15,2,0
2-39-129-17,2018-08-16 15:00:00,1,0.0,0.0,0.0,15,3,0
2-39-129-17,2018-08-16 19:00:00,1,0.0,0.0,0.0,19,3,0
2-39-129-17,2018-08-17 00:00:00,1,0.0,0.0,0.0,0,4,0
2-39-129-17,2018-08-17 17:00:00,1,0.0,0.0,0.0,17,4,0
2-39-129-17,2018-08-17 20:00:00,1,0.0,0.0,0.0,20,4,0
2-39-129-17,2018-08-18 00:00:00,1,0.0,0.0,0.0,0,5,1
2-39-129-17,2018-08-18 14:00:00,1,0.0,0.0,0.0,14,5,1
2-39-129-17,2018-08-18 18:00:00,1,0.0,0.0,0.0,18,5,1
2-39-129-17,2018-08-19 00:00:00,1,0.0,0.0,0.0,0,6,1
2-39-129-17,2018-08-19 02:00:00,1,0.0,0.0,0.0,2,6,1
2-39-129-17,2018-08-19 19:00:00,1,0.0,0.0,0.0,19,6,1
2-39-129-17,2018-08-19 21:00:00,1,0.0,0.0,0.0,21,6,1
2-39-129-17,2018-08-20 00:00:00,1,0.0,0.0,0.0,0,0,0
2-39-129-17,2018-08-20 02:00:00,1,0.0,0.0,0.0,2,0,0
2-39-129-17,2018-08-20 04:00:00,1,0.0,0.0,0.0,4,0,0
2-39-129-17,2018-08-20 15:00:00,1,0.0,0.0,0.0,15,0,0
2-39-129-17,2018-08-21 02:00:00,1,0.0,0.0,0.0,2,1,0
2-39-129-17,2018-08-21 04:00:00,1,0.0,0.0,0.0,4,1,0
2-39-129-17,2018-08-22 03:00:00,1,0.0,0.0,0.0,3,2,0
2-39-129-17,2018-08-22 07:00:00,1,0.0,0.0,0.0,7,2,0
2-39-129-17,2018-08-22 15:00:00,1,0.0,0.0,0.0,15,2,0
2-39-129-17,2018-08-23 16:00:00,1,0.0,0.0,0.0,16,3,0
2-39-129-17,2018-08-23 21:00:00,1,0.0,0.0,0.0,21,3,0
2-39-129-17,2018-08-23 23:00:00,1,0.0,0.0,0.0,23,3,0
2-39-129-17,2018-08-24 01:00:00,1,0.0,0.0,0.0,1,4,0
2-39-129-17,2018-08-24 14:00:00,1,0.0,0.0,0.0,14,4,0
2-39-129-17,2018-08-25 02:00:00,1,0.0,0.0,0.0,2,5,1
2-39-129-17,2018-08-25 04:00:00,1,0.0,0.0,0.0,4,5,1
2-39-129-17,2018-08-25 14:00:00,1,0.0,0.0,0.0,14,5,1
2-39-129-17,2018-08-25 16:00:00,1,0.0,0.0,0.0,16,5,1
2-39-129-17,2018-08-25 20:00:00,1,0.0,0.0,0.0,20,5,1
2-39-129-17,2018-08-26 01:00:00,1,0.0,0.0,0.0,1,6,1
2-39-129-17,2018-08-26 05:00:00,1,0.0,0.0,0.0,5,6,1
2-39-129-17,2018-08-26 08:00:00,1,0.0,0.0,0.0,8,6,1
2-39-129-17,2018-08-27 02:00:00,1,0.0,0.0,0.0,2,0,0
2-39-129-17,2018-08-27 04:00:00,1,0.0,0.0,0.0,4,0,0
2-39-129-17,2018-08-28 00:00:00,1,0.0,0.0,0.0,0,1,0
2-39-129-17,2018-08-28 15:00:00,1,0.0,0.0,0.0,15,1,0
2-39-129-17,2018-08-29 00:00:00,1,0.0,0.0,0.0,0,2,0
2-39-129-17,2018-08-29 01:00:00,1,0.0,0.0,0.0,1,2,0
2-39-129-17,2018-08-29 14:00:00,1,0.0,0.0,0.0,14,2,0
2-39-129-17,2018-08-30 01:00:00,1,0.0,0.0,0.0,1,3,0
2-39-129-17,2018-08-30 04:00:00,1,0.0,0.0,0.0,4,3,0
2-39-129-17,2018-08-30 15:00:00,1,0.0,0.0,0.0,15,3,0
2-39-129-17,2018-08-31 01:00:00,1,0.0,0.0,0.0,1,4,0
2-39-129-17,2018-08-31 14:00:00,1,0.0,0.0,0.0,14,4,0
2-39-129-17,2018-09-05 15:00:00,1,0.0,0.0,0.0,15,2,0
2-39-129-17,2018-09-05 23:00:00,1,0.0,0.0,0.0,23,2,0
2-39-129-17,2018-09-06 02:00:00,1,0.0,0.0,0.0,2,3,0
2-39-129-17,2018-09-06 15:00:00,1,0.0,0.0,0.0,15,3,0
2-39-129-17,2018-09-07 00:00:00,1,0.0,0.0,0.0,0,4,0
2-39-129-17,2018-09-07 02:00:00,1,0.0,0.0,0.0,2,4,0
2-39-129-17,2018-09-07 15:00:00,1,0.0,0.0,0.0,15,4,0
2-39-129-17,2018-09-07 19:00:00,1,0.0,0.0,0.0,19,4,0
2-39-129-17,2018-09-07 22:00:00,1,0.0,0.0,0.0,22,4,0
2-39-129-17,2018-09-08 17:00:00,1,0.0,0.0,0.0,17,5,1
2-39-129-17,2018-09-08 22:00:00,1,0.0,0.0,0.0,22,5,1
2-39-129-17,2018-09-08 23:00:00,1,0.0,0.0,0.0,23,5,1
2-39-129-17,2018-09-09 14:00:00,1,0.0,0.0,0.0,14,6,1
2-39-129-17,2018-09-09 23:00:00,1,0.0,0.0,0.0,23,6,1
2-39-129-17,2018-09-10 05:00:00,1,0.0,0.0,0.0,5,0,0
2-39-129-17,2018-09-10 15:00:00,1,0.0,0.0,0.0,15,0,0
2-39-129-17,2018-09-11 04:00:00,1,0.0,0.0,0.0,4,1,0
2-39-129-17,2018-09-11 14:00:00,1,0.0,0.0,0.0,14,1,0
2-39-129-17,2018-09-11 17:00:00,1,0.0,0.0,0.0,17,1,0
2-39-129-17,2018-09-12 01:00:00,1,0.0,0.0,0.0,1,2,0
2-39-129-17,2018-09-12 02:00:00,1,0.0,0.0,0.0,2,2,0
2-39-129-17,2018-09-12 14:00:00,1,0.0,0.0,0.0,14,2,0
2-39-129-17,2018-09-13 01:00:00,1,0.0,0.0,0.0,1,3,0
2-39-129-17,2018-09-13 04:00:00,1,0.0,0.0,0.0,4,3,0
2-39-129-17,2018-09-13 15:00:00,1,0.0,0.0,0.0,15,3,0
2-39-129-17,2018-09-13 22:00:00,1,0.0,0.0,0.0,22,3,0
2-39-129-17,2018-09-14 02:00:00,1,0.0,0.0,0.0,2,4,0
2-39-129-17,2018-09-14 15:00:00,1,0.0,0.0,0.0,15,4,0
2-39-129-17,2018-09-15 00:00:00,1,0.0,0.0,0.0,0,5,1
2-39-129-17,2018-09-15 03:00:00,1,0.0,0.0,0.0,3,5,1
2-39-129-17,2018-09-15 08:00:00,1,0.0,0.0,0.0,8,5,1
2-39-129-17,2018-09-15 23:00:00,1,0.0,0.0,0.0,23,5,1
2-39-129-17,2018-09-16 17:00:00,1,0.0,0.0,0.0,17,6,1
2-39-129-17,2018-09-16 21:00:00,1,0.0,0.0,0.0,21,6,1
2-39-129-17,2018-09-16 23:00:00,1,0.0,0.0,0.0,23,6,1
2-39-129-17,2018-09-17 01:00:00,1,0.0,0.0,0.0,1,0,0
2-39-129-17,2018-09-17 14:00:00,1,0.0,0.0,0.0,14,0,0
2-39-129-17,2018-09-18 01:00:00,1,0.0,0.0,0.0,1,1,0
